comid,MMI_BENT,agkffact,bfi,cbnf,conif,crophay,fert,manure,pestic1997,urbmdhi,lon,lat,easting,northing,state
13290898,0.715,0.127862725,49.73455622,12.25803838,1.942498795,37.10111932,16.21717501,3.60478353,37.74945187,1.7804551,-88.45307347,43.09888543,870.0437534,4781.839295,Wisconsin
10053026,0.536,0.092397035,36.76812191,9.701812191,9.761120264,24.38220758,24.25453048,0.746293245,268.6818585,7.866556837,-76.61292172,36.70341791,1969.287865,4189.560272,Virginia
23029432,0.685,0,78.01455082,0,69.09892979,0.072022597,0,0,1.388977913,0.791123215,-117.3140643,48.15460593,-1300.799387,5626.460331,Washington
20971700,0.344,0.103197867,27.70664249,3.73477668,4.407323273,32.70170584,17.13299217,1.806209387,27.19674758,0.619532052,-96.34876631,36.20728481,198.9232545,4012.140561,Oklahoma
9312139,0.448,0.004374141,59.21765854,0.095090028,13.58738882,0.990671777,1.255188372,0.114108034,4.34239369,0.108467713,-70.91540646,43.83012557,2276.531457,5096.297833,Maine
11583614,0.127,0,45,0,1.397825605,0.33281562,0,0,0,24.69491901,-76.13825661,36.91970585,2007.764397,4221.48794,Virginia
14748556,0.369,0.025028823,25,1.263987792,0,17.81112241,2.275178026,0.421329264,8.238945267,4.374364191,-99.64111259,45.77408871,-16.29370339,5090.437121,South Dakota
23466435,0.399,0.061654901,61.51409402,2.167136237,7.32252784,18.92513776,7.83503101,0,22.59210763,2.976506121,-117.8026238,47.37710721,-1365.769616,5553.428012,Washington
15676439,0.593,0.217368421,42.99835526,24.41118421,0,60.85526316,44.65460526,0.595394737,51.05579022,1.973684211,-84.90853811,41.52710789,1175.324131,4629.000643,Indiana
9315085,0.347,0.000587134,55.99970496,0.021756141,12.18395228,0.354050414,0.054390353,0.002719518,0.224909259,1.68687063,-71.13243973,43.97142597,2254.706221,5107.11464,New Hampshire
9312215,0.5,0.002732431,57.83369708,0.079659537,21.99912702,0.720209515,0.812527281,0.015931907,0.321534036,0,-70.60748782,43.77337752,2303.094033,5097.007364,Maine
18459662,0.536,0.304187176,39.76301813,45.47312176,0,83.16709845,57.39022021,0.182642487,173.4485848,0.589378238,-85.56347824,39.77903669,1137.145081,4429.770508,Indiana
22908245,0.522,0,67,0,78.28167256,0,0,0,0.003256693,0.010401498,-116.0931712,48.75762576,-1190.099057,5663.287494,Idaho
23016854,0.507,0,71.68097289,0,75.15698058,0.02838067,0,0,1.447982388,0.180926771,-116.894274,47.88400102,-1279.790293,5586.517516,Idaho
22908273,0.613,0.008503848,67,1.133846443,63.45034729,0,2.267692885,0,0.005841249,0,-116.1085759,48.72518755,-1192.355771,5660.090692,Idaho
24381383,0.741,0.001953668,61.03199067,0.081315193,58.99821212,0.111862171,0.390312927,0,6.340013577,0.047804346,-116.601936,47.46648624,-1273.026483,5533.615822,Idaho
23769115,0.495,0,36.59793814,0,0,0.515463918,0,0,87.49379839,58.24742268,-123.1485591,44.08640606,-1912.466011,5344.910901,Oregon
10381341,0.434,0,17,0,0.452488688,0,0,0,21.8497874,0,-87.98015657,38.04924626,940.5703062,4223.191439,Indiana
22992411,0.669,0,72.65951318,0,68.94714101,0,0,0,0.027071109,0,-116.8242398,48.4584006,-1253.895039,5647.799404,Idaho
22992387,0.557,0,72,0,85.63535912,0,0,0,0,0,-116.9714488,48.59713139,-1259.558024,5666.548645,Idaho
19334091,0.737,0,48,0,21.98810535,0,0,0,0,0.033984707,-71.13458546,44.84019833,2227.461128,5203.455788,New Hampshire
9002737,0.514,0.144886364,63,13.06818182,0,53.03030303,32.38636364,3.409090909,587.00398,0.505050505,-85.35632012,43.11824484,1121.947564,4802.389607,Michigan
13583330,0.6,0,35.31147541,0,0,0,0,0,21.00756793,0,-90.09147037,40.97765958,744.7092711,4540.352001,Illinois
18439916,0.482,0.0304,26,3.2,0,5,7.12,6.32,90.01086426,1,-87.05558305,38.32511629,1019.80787,4258.643733,Indiana
13079009,0.596,0.019719663,64.20211723,1.381885905,0.725347971,7.096647716,2.763771809,2.327386787,14.04658145,0.25485199,-91.90127416,45.58091802,585.7167924,5048.073372,Wisconsin
13039510,0.706,0,69.23834197,0,6.21761658,0.518134715,0,0,4.741918515,0,-85.21139976,43.79751693,1126.64306,4878.955827,Michigan
2675794,0.766,0,55,0,14.32909994,0.165654335,0,0,0,0.027609056,-67.69866263,44.76669206,2500.841758,5278.695884,Maine
23003090,0.557,0,67,0,93.71212121,0,0,0,0,0,-115.7308405,47.5165579,-1206.373092,5518.638672,Idaho
23727563,0.704,0,78.96174863,0,87.29508197,0,0,0,0,0,-121.7858797,44.77847257,-1774.518186,5378.633963,Oregon
3406585,0.597,0.282627737,18,33.26277372,0,75.91240876,49.55474453,1.357664234,85.8730393,0,-85.18936052,39.06945032,1176.105908,4353.628848,Indiana
12130880,0.521,0.008164111,67.74471612,0.732697886,3.688354745,2.527973477,1.296311645,0.563613759,3.547028085,1.78201409,-84.99874815,43.95591599,1142.041799,4898.197222,Michigan
2647022,0.476,0.17391847,58.96949358,15.10323696,0.314267756,64.766095,24.29651163,4.596637335,43.78871854,1.394001975,-92.56407437,45.31549845,534.168527,5018.091669,Wisconsin
24411835,0.376,0.04057971,35.97101449,4.971014493,0,0,11.66666667,0.507246377,0,0,-119.2563191,46.95433187,-1490.784329,5545.154096,Washington
23704083,0.562,0,82.4606866,0,93.4477667,0,0,0,0,0,-121.8938609,43.81945581,-1823.84942,5275.98227,Oregon
18450169,0.429,0.268910891,19.19141914,28.81188119,0,65.23652365,48.66006601,13.44554455,86.22380205,2.090209021,-85.82827369,38.84258745,1122.733681,4323.823736,Indiana
5202374,0.558,0.043676537,53,0.986989681,4.21713773,17.40690893,7.444369672,0.121130552,4.790383636,0.044863167,-69.28787401,44.06856777,2399.328528,5161.060917,Maine
8670969,0.605,0.057647059,53,0.617647059,0,15.82633053,3.5,0,1.14360599,0,-79.97974488,36.64389541,1666.727701,4135.285465,Virginia
12009942,0.517,0.094710468,44.76781737,8.7344098,0.278396437,25,17.14532294,4.20545657,35.6783609,2.89532294,-88.39479839,43.73223291,870.8924148,4852.448611,Wisconsin
10106567,0.329,0.073552229,25,8.09914695,3.878963464,20.89167874,18.02060196,15.99581523,34.81764058,0.402382102,-86.77610961,38.25496288,1044.794786,4252.46584,Indiana
23927822,0.837,0,79.81143485,0,92.82572842,0,0,0,0,0,-122.2387631,42.51998234,-1906.760299,5142.380928,Oregon
24089096,0.324,0.000740362,79.64848171,0.309605799,69.20076095,0.110771305,0.309605799,0.013461122,0.002142347,0,-121.6372016,42.62193205,-1853.014328,5135.206162,Oregon
23704139,0.74,0,82.97125867,0,71.50644202,0,0,0,0,0,-121.9722387,43.74308194,-1833.37273,5269.932046,Oregon
18450285,0.492,0.187449687,19.52224955,18.76945438,0.805008945,40.74239714,24.13215564,0,58.1832816,0.368962433,-85.78932708,38.66472927,1127.685049,4304.321666,Indiana
18450239,0.462,0.178359752,16,18.72777395,0,39.83459683,24.07856651,0,52.88596635,0.206753963,-85.70291924,38.69830347,1134.916916,4308.652694,Indiana
17494551,0.361,0,54.14399042,0,0,0.127226463,0,0,2.548078413,0.022451729,-105.8616452,41.23809033,-578.9250012,4645.740293,Wyoming
10145149,0.3,0,13.91544834,0,18.68908382,0.657894737,0,0,1.672038285,0.024366472,-88.27398976,37.61722024,917.1999546,4173.862159,Illinois
23912531,0.74,0.001491134,34.66899516,0.017732402,40.66809959,0.053734551,0.372380441,0.053197206,0,1.191115888,-124.2454463,43.3746731,-2032.713441,5302.333455,Oregon
13430545,0.444,0.10348388,64.02153974,17.56295164,2.807115064,39.64702613,28.39966648,0.747359644,88.64789657,1.598110061,-86.76447335,41.62670431,1019.539615,4627.150216,Indiana
23893673,0.661,0,45.32012993,0,44.54087075,0.179385242,0,0,0,1.34296519,-124.1000145,43.91544559,-1996.063722,5357.236015,Oregon
390512,0.275,0.239229504,34,5.382663848,0,52.43716232,40.66901574,0,21.50657992,1.667841203,-98.02611673,35.52878479,44.13753034,3943.322485,Oklahoma
10144927,0.446,0.297964408,14,18.61896636,0.097513408,68.35689907,36.49317406,0,18.30531344,0.390053632,-88.75999508,37.66609541,874.0297635,4177.23418,Illinois
14395602,0.392,0.007940043,64.89665644,0.857124781,69.71001984,0.208774871,1.97892368,0.080450628,5.477497792,0.939035026,-103.5171508,43.76821036,-346.6682209,4900.194171,South Dakota
13435551,0.436,0.149572531,34.33614425,18.27330223,0.143536378,35.170898,29.64335696,0,103.5833387,7.580514937,-87.41204486,41.34494028,967.5919136,4592.138071,Indiana
23526951,0.6,0,74.9778423,0,37.59168704,0,0,0,0,0,-115.1312818,44.41217577,-1261.986377,5161.971609,Idaho
5204524,0.598,0.020833333,55,0.473484848,0,6.818181818,4.356060606,0.568181818,7.682910778,0.378787879,-69.49571716,43.972813,2385.911634,5145.376083,Maine
18461474,0.437,0.126432161,28.68174204,15.03517588,0.083752094,37.06030151,30.07035176,0.341708543,160.4300355,0.125628141,-86.03747406,39.39460017,1099.822016,4383.760426,Indiana
6743208,0.434,0.021545873,50.96979429,0.820067702,8.514885861,1.128374273,1.127593091,0,2.347803218,17.93247114,-71.42369855,42.77160648,2267.594902,4967.191664,New Hampshire
21480842,0.251,0.009138827,55.29621381,0.093788666,1.583766394,31.45261074,5.064587973,0.281365999,1780.177941,14.89730265,-81.51213879,27.5805199,1638.231786,3104.032593,Florida
13783650,0.426,0.132120787,13,7.900280899,0,27.45786517,15.48455056,0,25.61962573,0.280898876,-88.90072708,37.82076539,860.8563646,4193.852171,Illinois
1849865,0.669,0,68,0,1.928020566,0.257069409,0,0,0.637455436,0.128534704,-91.40428754,46.14545274,623.2349287,5111.446115,Wisconsin
24181397,0.527,0,68.58343521,0,79.19468215,0,0,0,0.458696652,0.015281174,-115.9853144,44.37342593,-1331.15965,5177.418496,Idaho
11949871,0.631,0,64,0,2.95202952,0,0,0,0.008082882,0,-89.26135218,46.24748132,788.1900597,5128.34141,Michigan
23098270,0.511,0.017235728,70.74380499,1.12639198,60.89716144,4.635583924,1.984383662,0.02280277,5.978299548,0.453127422,-119.3207671,47.58966752,-1470.328111,5616.491558,Washington
18475935,0.543,0,27.1495098,0,0.163398693,0,0,0,0,39.21568627,-86.1298604,39.85372552,1087.934818,4434.170329,Indiana
23975063,0.642,0,57.10374947,0,45.63272262,0,0,0,0,0.021303792,-121.4556799,47.46710049,-1633.379942,5663.486008,Washington
24366979,0.65,0,76,0,77.67052084,0,0,0,0,0,-113.9150692,47.24417245,-1079.363336,5448.591621,Montana
18012552,0.552,0.019128086,23,0.206790123,11.49691358,12.34567901,1.912808642,0.051697531,19.43612078,0.154320988,-89.76398495,34.00515225,798.8808867,3767.450624,Mississippi
7257347,0.23,0,42.93087558,0,0,0,0,0,67.90820829,4.608294931,-100.2425074,40.94645985,-109.8276417,4558.14554,Nebraska
23062164,0.315,0,65.15749928,0,13.30314999,0,0,0,0,0,-118.8932552,48.03662398,-1421.082061,5653.932879,Washington
9026785,0.575,0,64.0133427,0,0.070224719,0,0,0,0,0,-88.92456892,45.0461811,820.9479864,4996.165157,Wisconsin
24260671,0.562,0,63.17909084,0,57.91512212,0.000322901,0,0,0,0.025347765,-121.6424843,48.70798699,-1592.348109,5803.906101,Washington
9311489,0.631,0.001859336,49.50360097,0.069797111,20.71690193,0.8601177,0.174492777,0.008724639,0.088175229,0.102884892,-71.00933538,44.08668668,2260.987037,5122.674719,New Hampshire
2679068,0.47,0.001913824,51.00720402,0.04349599,32.68995514,0,0.556748675,0,0.090655701,0,-68.07819307,44.65505175,2474.968397,5256.463722,Maine
6808386,0.715,0.037305699,64,4.974093264,0.172711572,13.98963731,8.29015544,2.279792746,7.000644731,0,-88.53211549,45.24230734,850.6475181,5019.586207,Wisconsin
23093997,0.262,0.157993246,66.4315122,0.39163282,0.0083943,34.10216508,11.35735179,0,22.89594,0.402926382,-119.5903338,47.73119528,-1484.548729,5639.295516,Washington
7253737,0.162,0.025099502,54,3.104477612,0,6.218905473,10.67164179,0.388059701,108.570989,1.741293532,-100.6284741,41.08732017,-140.9762722,4576.583293,Nebraska
10037156,0.493,0,66.88636364,0,33.95721925,0,0,0,0,0,-110.1312389,40.83191025,-947.3251933,4663.887381,Utah
8990570,0.196,0.02420118,81.1387048,1.881391707,10.19609231,13.06171032,4.638031771,0.711165252,59.10611512,0.844329773,-86.44220141,43.93927039,1026.344044,4886.075753,Michigan
4505096,0.24,0.01566581,51.93406123,0.672768144,0,2.354956112,1.749197174,0,1.343161121,27.98116035,-77.20173475,39.16460953,1868.202962,4455.872885,Maryland
7095153,0.678,0,56,0,5.616045845,0,0,0,0.021638264,0,-91.98468414,48.1783071,575.4762118,5336.617014,Minnesota
23078085,0.442,0.071870365,71,1.045707359,1.758889523,21.48935159,47.68425556,0,1054.255947,1.927647842,-120.1637592,47.91804662,-1519.053486,5675.545314,Washington
23828643,0.46,0,70,0,78.87537994,0,0,0,0,0,-118.6627788,44.28943541,-1547.126101,5235.434026,Oregon
23748790,0.311,0,72,0,73.3201581,0,0,0,0,0.098814229,-121.6295701,46.26669929,-1698.506738,5537.468955,Washington
13399207,0.746,0,54.61881188,0,6.270627063,0.165016502,0,0,0.934869815,0.165016502,-89.48297592,45.43857419,775.0699955,5037.691284,Wisconsin
12951842,0.652,0.004007173,81.4055978,0.453135954,15.26182387,2.294666451,0.341584425,0.068004099,1.729697934,0.253464919,-84.34722404,44.92043419,1182.916886,5010.66427,Michigan
15252660,0.522,0.311824818,24,11.69343066,1.459854015,61.31386861,26.6350365,0,39.41475677,0,-90.05828035,34.90175685,768.7983292,3866.098632,Mississippi
24289742,0.546,0.000460226,57.02149045,0.00952192,35.74026318,3.299609866,0.12537195,0.023804801,0.002454484,0.039674668,-122.882027,47.89542763,-1718.906499,5753.324913,Washington
3806795,0.489,0.040289277,40.98279302,4.604488778,3.092269327,13.840399,3.885037406,1.582793017,13.81271592,5.835411471,-79.22990529,39.68629527,1682.812768,4484.677518,Maryland
8932978,0.588,0,62.52983725,0,32.45931284,0,0,0,0,0,-120.3225232,39.36817427,-1868.557151,4731.567493,California
2647190,0.616,0,57,0,0,3.921568627,0,0,45.82071125,1.960784314,-92.53087346,45.26693118,536.802262,5012.710799,Wisconsin
2647170,0.252,0.00991891,57,1.03697697,1.3298735,7.362958158,1.668180344,0.315601687,21.56101649,0.291923451,-92.5515243,45.27185335,535.1791945,5013.2484,Wisconsin
24290072,0.589,0,50.75101709,0,66.84296176,0.203417413,0,0,0,0.244100895,-122.9161052,47.47636956,-1740.759849,5708.885574,Washington
4290227,0.904,0,47.63626522,0,16.59635437,0,0,0,0.06864951,0.011143835,-69.90858439,46.05712811,2283.211491,5366.224835,Maine
9541517,0.192,0.22986336,14.13906883,3.436066127,0.802968961,67.61808367,19.24197031,51.5409919,8.391561594,0.711875843,-94.97336605,33.92563592,317.5915679,3755.664275,Oklahoma
698456,0.531,0.011914894,24,0.24822695,0,3.368794326,1.340425532,0.744680851,22.88955172,13.65248227,-96.41861741,34.2282821,185.0759759,3792.756357,Oklahoma
6068502,0.53,0,19,0,0,0,0,0,2.582048542,0,-96.06914094,34.17158079,217.0923024,3785.439128,Oklahoma
6738926,0.634,0,62.20761671,0,6.584766585,0.135135135,0,0,0.074048853,0.147420147,-71.30327551,43.48228296,2255.957618,5048.950133,New Hampshire
22983714,0.608,0,64.53470437,0,87.01799486,0,0,0,0,0,-116.1556193,48.13497243,-1216.482962,5596.455273,Idaho
2262687,0.789,0,60.9944186,0,9.023255814,1.395348837,0,0,2.124324673,0.372093023,-92.17979236,46.03363411,563.4720076,5098.111484,Wisconsin
23993899,0.684,0,52.47593776,0,59.30527078,0.036183814,0,0,0,0.832227717,-122.7843075,47.40953235,-1734.111912,5697.508436,Washington
23433802,0.771,0,63.69956013,0,95.0701303,0,0,0,0,0,-117.960921,45.83173654,-1435.076206,5387.473536,Oregon
23634788,0.568,0,57.48780709,0,88.4702839,0,0,0,0,0.110395281,-116.1708296,46.77298625,-1264.83492,5447.044103,Idaho
13124004,0.568,0.004786553,51,0.77321238,0,3.575240128,0.77321238,0.552294557,5.79619,0.266808965,-91.27453893,45.35179371,635.1577444,5023.479517,Wisconsin
2643658,0.577,0.094148716,58,6.923281204,3.806432576,26.37946297,9.615668339,1.153880201,15.80638764,0.752434346,-92.43545096,45.75032392,543.9105238,5066.462338,Wisconsin
2262633,0.457,0.002531969,57,0.323529412,2.685421995,0.767263427,0.351662404,0.18286445,2.070998655,0.383631714,-92.4721661,46.0528274,540.832466,5100.052424,Minnesota
24290080,0.645,0,51.85069389,0,49.00303079,0,0,0,0,0.079757537,-123.1714777,47.47108434,-1759.81768,5716.333354,Washington
22303779,0.305,0,51,0,69.6834817,0,0,0,0,0,-73.59509827,43.85124047,2060.382746,5042.07351,New York
9523395,0.671,0,59.3431674,0,26.00319153,0,0,0,0.066086581,0,-74.39905372,44.35587359,1982.581599,5082.708875,New York
24536630,0.642,0,52.44911504,0,28.774076,0.585632483,0,0,9.7014695,5.895366996,-122.4532824,48.70291893,-1650.696976,5827.618471,Washington
1801981,0.586,0,59,0,0.438596491,0,0,0,0.027716362,0,-91.7248501,46.45782592,597.9198863,5145.70704,Wisconsin
4831318,0.564,0.005951294,52.00304414,0.465753425,0.304414003,2.587519026,0.232876712,0.02587519,0.154975178,0.304414003,-93.03255611,47.5597432,497.5508709,5267.369908,Minnesota
5451268,0.316,0.030336022,48,3.115591398,0,2.150537634,3.689516129,0.245967742,35.67554728,0,-103.3205283,44.67195338,-318.0800952,4998.594537,South Dakota
19955864,0.516,0.026254181,33,1.80028667,0,0,4.800764453,0.525083612,0.076149942,0.430004778,-97.74678882,35.07625283,67.08059191,3891.818724,Oklahoma
6652805,0.495,0.000248334,63.14013152,0.060309769,2.347062386,0.051916587,0.060309769,0.024833434,1.775128857,0.006489573,-95.62647336,47.03587638,300.4594343,5212.498892,Minnesota
6654591,0.309,0,64.87170868,0,0.504201681,0,0,0,0.468440338,0,-95.59763265,46.93912825,302.293805,5201.675258,Minnesota
24539690,0.535,0,64.96261682,0,0,0,0,0,0.279017358,15.88785047,-122.1403224,47.60519165,-1677.777519,5699.013015,Washington
71542,0.257,0,47,0,0.751879699,0,0,0,196.9877798,26.5037594,-80.11494277,26.38942566,1791.835347,2984.101456,Florida
23921926,0.561,0.027086743,38,0.324615888,31.08859104,2.582543315,6.816933638,0.973847663,2.300568451,0.882641386,-124.4359558,43.01984797,-2064.551677,5269.463687,Oregon
10282248,0.348,0.300619006,33,39.59372276,0.348735833,70.18308631,52.05841325,2.932868352,169.5648474,0.087183958,-87.09287496,39.57161057,1007.53747,4396.911656,Indiana
6653929,0.519,0.039117647,57,7,0,31.8627451,7,2.882352941,19.77483598,0,-96.07604508,46.73240071,264.9835668,5180.023352,Minnesota
23979240,0.529,0.002928064,65.24424642,0.067570709,31.77579749,0.552757329,0.630659951,0.777063154,0.042145667,0.792974299,-121.9924572,47.35085257,-1678.21131,5666.84581,Washington
11514769,0.46,0,61.92029581,0,0,0,0,0,0.007243048,0,-100.235656,43.3548025,-86.45039128,4825.708175,South Dakota
4834676,0.206,0.051634146,53,6.014634146,3.170731707,28.53658537,5.012195122,0.334146341,4.200639975,0.243902439,-93.40033187,47.17211907,469.6624352,5224.369098,Minnesota
23192245,0.474,0.004563545,75.67834537,0.38553853,5.11231505,0.950532903,0.431171146,0.067451578,0.262600411,0.006694582,-113.9342053,42.16860266,-1232.267321,4886.057261,Idaho
23988590,0.519,0.001486239,66.03914373,0.033027523,2.50764526,4.607543323,0.63853211,0.649541284,3.171712336,32.92558614,-122.8309661,47.0210694,-1755.35652,5656.681842,Washington
4149576,0.479,0,55.87008343,0,0,0,0,0,220.6908171,0.119189511,-74.8919815,41.10701376,2023.58307,4711.816206,New Jersey
10091880,0.487,0,63.06907216,0,91.2371134,0,0,0,0,0,-111.1089847,40.67046376,-1034.104101,4663.077541,Utah
13393497,0.747,0.020098384,71,0.452565004,1.686577653,1.686577653,5.20449754,0,7.131059132,0.843288826,-89.19859165,45.96705042,794.5194162,5097.415905,Wisconsin
22190308,0.296,0,47.08365759,0,10.60311284,0,0,0,0.135399276,0.291828794,-94.91211839,47.86094779,356.984307,5302.615221,Minnesota
12987579,0.7,0,65.03725962,0,0.721153846,0.180288462,0,0,0.007172634,0.360576923,-90.15107934,46.01991724,720.5162261,5100.207054,Wisconsin
20524727,0.199,0,32.00287689,0,44.89554486,0,0,0,0,0.01344339,-111.4032397,35.01972858,-1188.604629,4034.089404,Arizona
4099855,0.24,0.126715177,58,17.62993763,0.103950104,55.09355509,35.25987526,0,60.7936822,0.103950104,-95.81966273,46.10148186,282.0697644,5109.188467,Minnesota
10284224,0.441,0.169875053,31.33447245,21.33927809,0.021358394,46.5185818,24.81311405,0,64.46032378,8.831695856,-87.34695356,39.4454027,986.5764188,4381.483354,Indiana
12162912,0.488,0.060879285,50.62593145,5.946348733,1.639344262,7.451564829,8.126676602,2.774962742,39.45774107,12.81669151,-88.28137526,43.36373133,882.3559462,4812.031146,Wisconsin
10373494,0.574,0,63,0,81.78438662,0,0,0,0,0,-111.0619986,40.66041455,-1030.345784,4661.103962,Utah
23985595,0.492,0,63,0,7,0,0,0,0,0,-121.8632899,46.83235528,-1691.49455,5606.378732,Washington
2772456,0.612,0,71,0,49.42965779,0,0,0,0,0,-121.2909231,40.45893329,-1910.937063,4882.819233,California
20291151,0.415,0,69,0,92.11190985,0,0,0,0,0,-121.1650201,40.51309505,-1898.014184,4885.13788,California
3198228,0.689,0,62.87279152,0,90.10600707,0,0,0,0,0,-110.3871117,40.96279324,-966.0266665,4682.907761,Utah
166181880,0.5,0.005240922,62.35038209,0.189476107,9.556238783,1.732163159,0.380800845,0.07192358,0.329431838,1.997908966,-71.51095012,43.53695291,2237.493254,5050.448119,New Hampshire
723898,0.4,0.048385872,54.3100507,1.051861655,9.915606015,19.46441825,29.87287101,0,186.6815303,0.819591657,-68.2410431,47.20639469,2368.867345,5533.580557,Maine
4019735,0.359,0.17504008,27.9498998,25.10881764,0,58.69739479,43.04368737,1.024849699,105.4667592,0.200400802,-97.29003253,40.10883919,134.3275872,4448.666036,Nebraska
9029637,0.639,0.018048128,64.00601604,3.489304813,3.743315508,11.36363636,5.173796791,1.804812834,16.81501263,0,-88.75765409,44.91146316,834.8774986,4981.876128,Wisconsin
1852487,0.596,0.009824561,70,0.526315789,0,5.263157895,0.807017544,0.49122807,1.444192671,0,-91.42181592,45.9905134,622.2228159,5094.204277,Wisconsin
14411901,0.517,0.058560116,25.14789056,2.063765322,0.004590736,21.17017858,9.286943947,0,4.457582338,0.064270303,-99.87769782,48.94419936,-3.446642174,5444.089385,North Dakota
23756392,0.607,0,80.70194068,0,94.21457342,0,0,0,0,0,-122.0266525,43.67682234,-1840.556299,5264.268985,Oregon
8921771,0.348,0,65.11838306,0,39.36477382,0,0,0,0,0,-119.8750941,38.61140929,-1856.651172,4633.370759,California
11908974,0.124,0,50,0,33.98058252,0.485436893,0,0,0,0.72815534,-76.43280178,38.32546039,1952.617379,4374.23766,Maryland
14157254,0.347,0,24.24919441,0,0,0.214822771,0,0,0.521415515,0,-99.7924899,48.91852997,2.530434948,5440.675275,North Dakota
17931796,0.111,0.231818403,31.40727639,26.21402435,0.006083941,65.99076979,29.55452515,0,250.0825171,0.391110493,-91.04675082,33.06663013,682.3415327,3660.369811,Mississippi
23703775,0.576,0,81,0,10.40201005,0,0,0,0,0,-121.8204654,44.4356817,-1791.85328,5341.867278,Oregon
23756230,0.882,0,78.31206381,0,93.51944167,0,0,0,0,0,-122.0830475,43.81284649,-1839.294685,5281.070452,Oregon
